src,dst,n_events,sum_tt,mean_tt,prob,w_invtt
ARE,PAK,213,23026.5,108.105633802817,0.0128058678530632,0.009250211712592
THA,LKA,292,35339.6666666667,121.026255707763,0.00702767749699158,0.00826266989879171
JOR,ISR,1468,10241.9166666667,6.97678247048138,1,0.143332546805204
BEL,DEU,40,2940.08333333334,73.5020833333335,0.00223964165733483,0.0136050565460162
KOR,CHN,181,22420.8333333334,123.872007366483,0.00403423527838452,0.00807284891284147
IND,MYS,54,7839.33333333335,145.172839506173,0.00177345725639594,0.00688834084530996
MLT,LBN,6,851.500000000002,141.916666666667,0.00385356454720617,0.00704638872577802
SEN,GHA,27,4419.25,163.675925925926,0.00198077910644854,0.00610963398766759
BEN,GNQ,188,25856.0833333334,137.532358156029,0.0163977322285216,0.00727101616963125
BEL,NOR,98,14321.5,146.137755102041,0.00548712206047033,0.00684285863910903
CYP,ISR,308,34997.9166666667,113.6295995671,0.0359309379374708,0.00880052384070479
MEX,CUB,13,1314.08333333334,101.083333333333,0.000637629978418678,0.00989282769991754
DMA,MEX,46,7329.08333333334,159.327898550725,0.032122905027933,0.00627636471136681
SEN,LBR,82,13477,164.353658536586,0.00601569950847333,0.00608444015730503
THA,CHN,25,4003.75000000001,160.15,0.000601684717208183,0.00624414611301903
PHL,SGP,19,2814.08333333334,148.109649122807,0.000150547517550671,0.00675175456779886
JAM,GTM,65,8297.08333333335,127.647435897436,0.00482017055988135,0.00783407824034549
CUB,HND,31,3413.41666666667,110.110215053764,0.00866890380313199,0.00908180952613461
MRT,GMB,11,1569.33333333334,142.666666666667,0.00176706827309237,0.00700934579439251
FIN,LVA,2,322.666666666667,161.333333333333,0.000118294197669604,0.00619834710743801
LVA,DNK,2,346.833333333334,173.416666666667,0.000148853825543316,0.00576645843344545
GIN,SEN,7,1062.16666666667,151.738095238096,0.00132575757575758,0.00659030284010669
RUS,SWE,2,276.833333333334,138.416666666667,1.63291966035271e-05,0.00722456351595423
BRA,HND,2,343.833333333334,171.916666666667,9.57212596917775e-05,0.00581677169171109
SGP,VNM,2,281.833333333334,140.916666666667,0.000309310238168883,0.00709639266706089
SLB,PNG,41219,2639533.49999998,64.0368155462281,0.721078319892238,0.015616016996943
GTM,BLZ,1716,15945.0833333334,9.29200660450661,0.147435346679268,0.107619381104938
STP,GNQ,5037,497422.500000002,98.753722453842,0.816104990278678,0.0101262005639069
BRN,MYS,13377,75976.5833333298,5.67964291943857,0.757174392935982,0.176067406733881
HTI,CUB,25317,1517125.91666668,59.9251853168497,0.851592720912241,0.0166874744685824
ISR,JOR,4731,39298.25,8.3065419573029,0.54260809725886,0.120387040135375
GRC,ISR,2191,301543.833333335,137.628404077287,0.042189786644073,0.00726594198853342
NLD,DEU,11603,118580.666666668,10.2198282053493,0.538747272136324,0.0978490029290883
HRV,ITA,18085,1660398.58333336,91.8108146714601,0.674335359260226,0.0108919630391958
PAN,MEX,3534,409061.750000001,115.750353706848,0.122461709058147,0.00863928245552168
SAU,BHR,12922,204717.749999998,15.8425746788421,0.365554895470876,0.063121053255031
ALB,MNE,4907,80973.0000000001,16.5015284287752,0.245153876898481,0.060600447062601
CHL,NZL,206,26708.5,129.652912621359,0.00152397298277023,0.00771290038751707
NAM,AGO,4217,8643.74999999001,2.04973915105288,0.935655646771689,0.48786695589355
COL,NIC,3848,348596.750000001,90.5916709979213,0.0645615918928895,0.0110385423845747
PHL,KOR,563,82122.5833333334,145.86604499704,0.00446096065163304,0.00685560508629883
POL,LVA,696,70414.7500000001,101.170617816092,0.0485524938960586,0.00988429270855892
CYP,SYR,5082,300998.833333334,59.2284205693297,0.592860475968269,0.016883786371265
SWE,LTU,762,100472.083333333,131.853127734033,0.0170733346776904,0.00758419627342586
ARG,URY,685,30643.5,44.7350364963504,0.0218208460754332,0.0223538433925628
SAU,KWT,192,723.750000000001,3.76953125,0.0054315539336332,0.265284974093264
BHR,ARE,281,34861.0833333334,124.060794780546,0.0211008485394608,0.00806056419168461
DZA,ITA,1371,189756.583333334,138.407427668369,0.074770942408377,0.00722504577135881
MMR,BGD,2864,12615.3333333333,4.40479515828678,0.0849523922522469,0.227025313111029
GBR,BEL,412,33217.5,80.6250000000001,0.0138785959711649,0.0124031007751938
ITA,BIH,168,18580.25,110.596726190476,0.00372555107109593,0.00904185896314634
NLD,NOR,894,119359.25,133.511465324385,0.0415099596044017,0.00748999344416121
SWE,RUS,448,53169.5833333334,118.682105654762,0.0100378660572248,0.00842587005415063
MLT,TUN,209,28700.0000000001,137.32057416268,0.134232498394348,0.00728222996515678
SUR,JAM,95,13196.0833333334,138.906140350877,0.00785123966942149,0.00719910579528015
CRI,HND,51,5981.50000000001,117.28431372549,0.00160695717931752,0.00852628939229289
TUN,MLT,83,7287.33333333334,87.7991967871487,0.00701131947964183,0.0113896258347818
DEU,LVA,35,4446.50000000001,127.042857142857,0.000789337182291784,0.00787135949623298
GUY,DOM,26,2295.08333333333,88.2724358974359,0.130653266331658,0.0113285646853782
BRN,CHN,24,3730.66666666667,155.444444444445,0.00135846493462388,0.00643316654753394
FJI,NZL,2,300.416666666667,150.208333333334,0.0015552099533437,0.00665742024965325
TZA,SAU,5,820.000000000001,164,0.000154841906413552,0.00609756097560975
NIC,BLZ,51,5262.41666666668,103.184640522876,0.0014943303349058,0.00969136486721878
VUT,FJI,1,109.916666666667,109.916666666667,0.000556173526140156,0.00909780136467018
PAK,ARE,39,4779.58333333334,122.553418803419,0.00329809725158562,0.00815970708743788
JPN,CHN,3,477.750000000001,159.25,0.000219603250128102,0.00627943485086341
SGP,MMR,1,167.916666666667,167.916666666667,0.000154655119084442,0.00595533498759304
SGP,IND,7,862.500000000001,123.214285714286,0.00108258583359109,0.0081159420289855
KEN,MOZ,2,316.833333333334,158.416666666667,0.000126614332742466,0.00631246712256706
CRI,HTI,1,110.916666666667,110.916666666667,3.15089643003435e-05,0.00901577761081891
GUY,SUR,18,45.3333333333334,2.51851851851852,0.0904522613065327,0.397058823529411
NGA,STP,5,612.583333333335,122.516666666667,0.000380604399786862,0.00816215480886952
PNG,AUS,21001,2478561.33333333,118.021110105868,0.2420669225538,0.00847306044743161
CRI,PAN,21234,161346.333333329,7.59848984333283,0.669061347953493,0.131605097936327
TTO,MEX,3716,511991.333333334,137.780229637603,0.193028933561893,0.00725793535567659
SLE,LBR,5471,84147.916666667,15.380719551575,0.532716650438169,0.0650164640637763
AGO,NAM,745,5610.00000000001,7.53020134228189,0.329063604240283,0.132798573975044
PNG,SLB,21776,1222960.41666667,56.1609302289983,0.250999919314868,0.0178059728697951
KHM,VNM,6585,177089.083333333,26.8927992913186,0.370610085547051,0.0371846749446724
NOR,FIN,5010,30995.0000000001,6.186626746507,0.212090424180848,0.161638974028069
EST,LVA,4649,93491.5833333335,20.1100415860042,0.31446158008658,0.049726401396204
IDN,PNG,15518,937646.499999989,60.4231537569267,0.151581456229121,0.0165499471282623
ECU,PAN,570,56134.8333333334,98.4821637426901,0.043548017419207,0.0101541229598971
SLV,GTM,6369,32739.7499999968,5.14048516250538,0.791573452647278,0.194534167182114
IDN,MMR,246,34963.3333333334,142.127371273713,0.00240295387500733,0.00703594241586423
RUS,LTU,6348,44880.7499999999,7.07006143667296,0.051828870019595,0.141441486606173
ECU,COL,10188,144561.083333327,14.1893485800282,0.778363511345405,0.0704753988077736
SLE,GHA,262,34921.4166666667,133.287849872774,0.0255111976630964,0.00750255931770617
GAB,CMR,2658,221505.5,83.3354025583146,0.113896387710503,0.0119997020390013
IDN,IND,1625,198357.666666667,122.066256410257,0.0158731709223045,0.00819227220861976
PHL,MYS,14376,737811.666666663,51.3224587275085,0.113909005910971,0.0194846471660565
GRC,ALB,7793,119123.583333334,15.2859724539117,0.150061619040283,0.0654194558452248
CRI,SLV,437,19521.9166666667,44.6725781845919,0.0137694173992501,0.0223850970917302
HND,GTM,8339,116859.416666664,14.0136007514887,0.191921749136939,0.0713592471866141
SLE,GIN,4521,52541,11.6215439062154,0.440214216163583,0.0860470870367903
DZA,ESP,7022,495387.750000003,70.547956422672,0.382962478184991,0.0141747550277534
KWT,SAU,6880,138472.25,20.1267805232559,0.650960355757404,0.0496850451985866
PHL,CHN,7606,955109.916666664,125.573220702954,0.0602665483416002,0.00796348134102194
LBY,TUN,3370,104733.25,31.0781157270031,0.925061762283832,0.0321769829543148
DNK,RUS,507,47268.9166666667,93.2325772518081,0.0100415923945336,0.0107258646009446
GRD,MEX,303,43867.6666666667,144.777777777778,0.114425981873112,0.0069071373752878
JPN,KOR,103,6711.91666666668,65.1642394822007,0.0075397115877315,0.0153458401102516
DMA,DOM,727,66311.3333333334,91.2122879413114,0.50768156424581,0.0109634351091317
ERI,SOM,318,25894.3333333334,81.4287211740043,0.0253770648790998,0.0122806791704749
DNK,LTU,528,60336.0833333334,114.27288510101,0.0104575163398693,0.00875098234472738
IDN,PLW,827,84825.5000000001,102.570133010883,0.00807822298630512,0.0097494267643574
SOM,TZA,123,11357.1666666667,92.3346883468836,0.00519754912317769,0.0108301659744948
GHA,CMR,305,43858.3333333334,143.797814207651,0.0200882566027794,0.00695420862625878
LTU,EST,74,7148.58333333334,96.6024774774776,0.00890064950685591,0.0103517013860555
CRI,COL,740,99387.0833333335,134.30686936937,0.0233166335822542,0.00744563554117108
CYP,LBY,3,499.833333333334,166.611111111111,0.000349976668222119,0.00600200066688896
TTO,GRD,384,3487.5,9.08203125000001,0.0199470157394421,0.11010752688172
KOR,RUS,106,12670.5,119.533018867925,0.00236259082601525,0.00836588927035238
BRB,MEX,57,8877.66666666667,155.748538011696,0.0492653414001729,0.00642060601509405
THA,SGP,59,6845.83333333334,116.031073446328,0.00141997593261131,0.00861838101034692
AGO,STP,61,7454.50000000001,122.204918032787,0.0269434628975265,0.00818297672546783
BRA,CRI,7,1163.25,166.178571428572,0.000335024408921221,0.00601762303889963
ECU,SLV,1,175.916666666667,175.916666666667,7.64000305600122e-05,0.00568450971103741
DOM,NIC,58,7763.50000000001,133.853448275862,0.00208850959634151,0.00747085721646164
ATG,JAM,12,1771.83333333334,147.652777777778,0.0248447204968944,0.00677264603518013
BRB,GRD,26,861.750000000001,33.1442307692308,0.0224719101123596,0.0301711633304322
ALB,MLT,2,333.833333333334,166.916666666667,9.99200639488409e-05,0.00599101347978032
IRL,FRA,190,28776.5,151.455263157895,0.00633734698642474,0.00660260976838739
LBR,GNQ,94,13918,148.063829787234,0.0160382187340044,0.00675384394309526
KWT,BHR,4,383.250000000001,95.8125000000002,0.00037846532311477,0.0104370515329419
CUB,CRI,12,1590.75,132.5625,0.00335570469798658,0.00754361150400754
CRI,USA,4,604.166666666667,151.041666666667,0.000126035857201374,0.00662068965517241
SLE,NGA,4,634.750000000001,158.6875,0.000389483933787731,0.00630169358014966
MNE,LBY,7,1115.75,159.392857142857,0.000693412580485389,0.00627380685637463
MUS,KEN,4,507.5,126.875,0.00227531285551763,0.00788177339901478
LTU,POL,2,243.833333333334,121.916666666667,0.000240558094779889,0.00820232399179766
PER,MEX,1,164.916666666667,164.916666666667,0.000101102011930037,0.00606366851945426
NOR,DEU,1,125.916666666667,125.916666666667,4.23334180001693e-05,0.00794176042356054
SLV,ECU,1,176.916666666667,176.916666666667,0.000124285359184688,0.00565237870937352
MEX,NIC,1,110.916666666667,110.916666666667,4.90484598783598e-05,0.00901577761081891
HND,SLV,11816,139027.333333327,11.7660234709993,0.271944764096663,0.0849904814880563
GMB,SEN,7592,21395.4999999934,2.81816385669039,0.991640543364681,0.354840971232378
MRT,SEN,6210,29408.6666666667,4.73569511540527,0.997590361445783,0.211162242422868
NGA,CMR,8418,146486.25,17.4015502494655,0.64078556748116,0.0574661444333512
SOM,DJI,13052,607811.249999997,46.568437787312,0.551531798013945,0.0214737716684251
QAT,ARE,16004,689610.083333328,43.0898577438971,0.793770459279833,0.0232073172750642
IND,BGD,7215,98581.9166666674,13.6634673134674,0.236953594535124,0.0731878649143727
BGD,MMR,9174,461893.750000001,50.3481305864401,0.657870204374328,0.0198617106206784
BIH,MNE,2890,18099.58333333,6.26283160322838,0.289260334300871,0.159672183982165
ITA,MLT,1340,93303.8333333335,69.6297263681593,0.0297157049718366,0.0143616821745444
GEO,RUS,6082,197684.166666667,32.503151375644,0.935980301631271,0.0307662475075984
ECU,PER,2292,24586.0000000001,10.7268760907505,0.175108870043548,0.0932237858944112
KWT,IRQ,2534,11325.3333333333,4.46935017100763,0.239757782193207,0.22374617376972
DMA,CUB,235,33048.5833333334,140.632269503546,0.164106145251397,0.00711074352657577
EST,RUS,8511,155209.666666664,18.2363607879995,0.575689935064935,0.0548355020842784
OMN,IND,3917,509489.666666669,130.071398178879,0.226967203615714,0.00768808526702207
BHR,QAT,8072,257931.249999999,31.95382185332,0.606142524592626,0.031295161016744
BGD,IND,4176,205712,49.2605363984675,0.2994621728218,0.0203002255580617
ERI,DJI,3838,53959.0000000001,14.0591453882231,0.306280424547123,0.0711280787264404
WSM,FJI,750,97389.8333333335,129.853111111111,0.697674418604651,0.00770100917446892
RUS,LVA,471,43648.25,92.6714437367305,0.00384552580013063,0.0107908106281466
OMN,SDN,24,3720.91666666667,155.038194444445,0.00139065940433422,0.00645002351571073
FIN,SWE,3973,137432.916666667,34.5917232989345,0.234991423670669,0.0289086493713599
TTO,NIC,567,71511.5000000001,126.122574955908,0.02945301542777,0.00792879466938883
MYS,IND,509,62558.0000000001,122.90373280943,0.00345567368664032,0.00813644937498001
MYS,MMR,213,32088.7500000001,150.651408450704,0.00144608741700273,0.00663784036461376
ATG,HTI,78,9276.50000000001,118.929487179487,0.161490683229814,0.00840834366409744
DOM,MEX,497,68442.2500000001,137.710764587525,0.0178963667134781,0.00726159645540583
CRI,GTM,614,37978.0833333334,61.853555917481,0.0193465040804109,0.0161672192514542
STP,GAB,22,2254.33333333334,102.469696969697,0.00356448476992871,0.0097589826999852
SEN,MRT,632,4392.58333333334,6.95029008438819,0.0463649035287213,0.143878886759879
MYS,PNG,111,17300.4166666667,155.85960960961,0.000753594851114098,0.00641603044242672
GRD,NIC,45,6216.66666666668,138.148148148148,0.0169939577039275,0.00723860589812331
FRA,MLT,61,9266.25000000002,151.905737704918,0.00140236332704952,0.00658302981249156
CMR,GNQ,1227,32595.1666666667,26.5649280086933,0.56027397260274,0.0376436179188121
DZA,LBY,51,7877.16666666668,154.454248366013,0.00278141361256544,0.00647440915726889
CRI,ECU,57,6539.50000000001,114.728070175439,0.00179601096511958,0.00871626271121644
AUS,PNG,367,42511.5833333334,115.835376930064,0.0637152777777778,0.00863294121798176
OMN,ERI,45,6187.58333333334,137.501851851852,0.00260748638312667,0.00727262932485757
KHM,PHL,76,11779.0833333334,154.987938596492,0.00427735254389914,0.00645211497782084
KHM,IDN,61,9487.41666666668,155.531420765028,0.00343313822602431,0.00642956899050496
DNK,LVA,400,53413.1666666667,133.532916666667,0.00792236086353733,0.00748879021714371
ESP,MLT,186,27059.6666666667,145.482078853047,0.00346207538389949,0.00687369886300643
BRN,THA,12,1808.41666666667,150.701388888889,0.000679232467311938,0.00663563891064927
HTI,BLZ,58,8776.41666666668,151.317528735632,0.00195095697803492,0.00660861969102803
MYS,PLW,15,1834.58333333334,122.305555555556,0.000101837142042446,0.00817624347036111
BRB,NIC,9,1412.83333333334,156.981481481482,0.00777873811581677,0.00637017812905508
HND,COL,4,672.416666666667,168.104166666667,9.20598388952819e-05,0.00594869252695501
HND,USA,111,10755.5,96.8963963963965,0.00255466052934407,0.0103203012412254
ITA,LBN,10,1630.16666666667,163.016666666667,0.000221758992327139,0.00613434209181064
SLV,PAN,12,1687.16666666667,140.597222222222,0.00149142431021626,0.00711251605255359
STP,AGO,1,170.916666666667,170.916666666667,0.00016202203499676,0.00585080448561676
ECU,GTM,2,267.75,133.875,0.000152800061120024,0.00746965452847806
HND,PAN,11,699.083333333334,63.5530303030304,0.000253164556962025,0.015734890928597
PRT,ITA,11,1721.08333333333,156.462121212121,0.000558290615642288,0.00639132329443664
ISL,GBR,6,897.583333333335,149.597222222223,0.0810810810810811,0.00668461609878376
SLV,COL,30,4730.08333333334,157.669444444445,0.00372856077554064,0.00634238297422525
HRV,LBY,3,471.500000000001,157.166666666667,0.000111860994071367,0.00636267232237538
SUR,USA,12,1840.33333333333,153.361111111111,0.000991735537190083,0.00652055786995109
SUR,PAN,10,1559.66666666667,155.966666666667,0.000826446280991735,0.00641162641590083
ATG,DMA,23,988.333333333334,42.9710144927537,0.0476190476190476,0.0232715008431703
SOM,LKA,7,765.333333333335,109.333333333334,0.000295795478554828,0.00914634146341462
MAR,MLT,2,272.833333333334,136.416666666667,6.17531725692408e-05,0.00733048259010383
SUR,COL,1,149.583333333333,149.583333333333,8.26446280991736e-05,0.00668523676880224
COL,CRI,6031,523419.916666668,86.788246835793,0.101187879601356,0.0115222975052376
SUR,GUY,9732,57464.9999999996,5.90474722564731,0.804297520661157,0.169355259723311
SEN,GMB,12606,40836.9999999966,3.23948913215902,0.924803756144083,0.308690648186719
THA,MMR,17380,325753.333333328,18.742999616417,0.418291215403129,0.0533532529725977
URY,ARG,38427,435386.250000015,11.3302170348977,0.702722966918421,0.088259562629731
MDG,TZA,7294,607595.750000001,83.3007608993695,0.211567467223576,0.0120046922645525
PNG,IDN,42018,1718806.50000004,40.9064329573051,0.484318268266538,0.0244460327558681
IDN,SGP,8866,162462.5,18.3242161064742,0.0866040205520933,0.0545725936754636
PHL,JPN,9014,1032767.08333333,114.573672435471,0.0714229117474605,0.00872800861439799
JAM,MEX,2474,257325,104.011721907842,0.183463107156099,0.00961430098124939
TUN,LBY,8453,278448.166666667,32.9407508182499,0.714056428450752,0.03035753512473
BHR,SAU,4933,42407.7500000001,8.59674640178392,0.370428775249681,0.116323077739328
HRV,BIH,6294,57909.3333333299,9.20072026268349,0.234684365561729,0.108687143120286
SVN,ITA,6540,46966.7499999999,7.1814602446483,0.700289110183103,0.139247446331714
NOR,RUS,12110,298200.166666667,24.6242912193779,0.512657691982051,0.0406103059410318
DNK,NOR,17744,1135810.58333333,64.0109661481814,0.351435927906516,0.0156223231763923
RUS,FIN,3887,71434.6666666668,18.3778406654661,0.0317357935989549,0.0544133567268925
MDG,SOM,8813,807167.416666663,91.5882692234952,0.255627102912171,0.0109184288389574
FRA,ITA,19879,1511346.00000002,76.0272649529664,0.457009517678974,0.0131531760430767
GBR,FRA,5158,512569.583333335,99.3737075093708,0.173751936939972,0.0100630239634131
DNK,DEU,8550,133190.333333334,15.5778167641326,0.169340463458111,0.0641938479018745
NIC,GTM,1163,58614.25,50.3991831470336,0.0340765917548126,0.0198415914218812
LBR,NGA,10,1454.33333333334,145.433333333334,0.0017061934823409,0.00687600275040109
IND,MMR,4908,607174.583333334,123.711202798153,0.161187559525764,0.00808334231162233
RUS,NOR,1078,6967.16666666668,6.46304885590601,0.00880143696930111,0.154725737387269
ESP,ITA,5976,750998.5,125.669093038822,0.111233131689158,0.00795740604009196
PNG,PHL,614,89388.8333333334,145.584419109664,0.0070772387242528,0.00686886691663574
USA,CUB,5,511.166666666668,102.233333333334,5.34856604944215e-05,0.00978154548418648
SOM,SAU,1704,238789.583333334,140.13473200313,0.0720050707796324,0.00713598967012447
ERI,SAU,1058,129168.25,122.087192816635,0.0844306120820366,0.0081908673377552
BEL,FRA,4655,12969.1666666667,2.78607232366631,0.26063829787234,0.358928227205552
THA,IND,2311,216564.666666667,93.7103706908987,0.0556197352587244,0.0106711775081808
SLB,VUT,2805,356469.500000001,127.083600713013,0.0490702027535294,0.00786883590321189
SAU,ARE,843,115199,136.653618030843,0.0238479164898583,0.00731777185565845
SUR,DOM,519,52305.4166666667,100.781149646757,0.0428925619834711,0.00992249050050583
LBY,ISR,88,10869.6666666667,123.51893939394,0.0241559154542959,0.00809592443803856
MLT,ALB,9,1137.16666666667,126.351851851852,0.00578034682080925,0.00791440715227905
GBR,SWE,829,113662.083333333,137.107458785686,0.0279256215050866,0.00729354922669169
BRN,VNM,161,20740.6666666667,128.824016563147,0.00911303560310183,0.00776252772331329
BRA,BRB,151,15021.25,99.4784768211921,0.0072269551067292,0.0100524257302155
ARG,BRA,30,2571.91666666667,85.7305555555556,0.00095565749235474,0.0116644525807601
LBR,GHA,114,6652.83333333334,58.358187134503,0.0194506056986862,0.0171355562792795
MAR,ITA,17,2675.41666666667,157.377450980392,0.000524901966838546,0.00635415044385609
DMA,ATG,62,1704.58333333334,27.4932795698925,0.0432960893854749,0.0363725250549987
GMB,GIN,45,6355.00000000001,141.222222222223,0.00587774294670846,0.00708103855232099
VUT,NZL,8,1198.16666666667,149.770833333333,0.00444938820912125,0.00667686743636111
GUY,JAM,4,538.500000000001,134.625,0.0201005025125628,0.00742804085422469
MRT,LBR,2,310.833333333334,155.416666666667,0.000321285140562249,0.00643431635388739
HTI,HND,58,7292.75000000001,125.737068965517,0.00195095697803492,0.00795310411024646
PNG,WSM,9,1431.91666666667,159.101851851852,0.000103738026902728,0.00628528196473257
MOZ,KEN,58,3937.58333333334,67.889367816092,0.00507747526919373,0.0147298469873653
GMB,LBR,9,1495,166.111111111111,0.00117554858934169,0.0060200668896321
LBR,GIN,31,3530.16666666667,113.876344086022,0.00528919979525678,0.00878145507766393
GMB,GHA,5,808.333333333334,161.666666666667,0.000653082549634274,0.00618556701030927
GEO,ROU,1,111.916666666667,111.916666666667,0.00015389350569406,0.00893521965748322
GTM,ECU,2,341.833333333334,170.916666666667,0.000171836068390755,0.00585080448561676
BEL,SWE,13,1819.33333333334,139.948717948718,0.000727883538633819,0.00714547453279588
JPN,VNM,2,318.833333333334,159.416666666667,0.000146402166752068,0.00627286983795085
LTU,SWE,2,215.833333333334,107.916666666667,0.000240558094779889,0.00926640926640925
CUB,PRT,3,524.416666666667,174.805555555556,0.000838926174496644,0.00572064198315588
ITA,CYP,2,342.833333333334,171.416666666667,4.43517984654278e-05,0.0058337384540593
CAN,PRT,1,166.916666666667,166.916666666667,8.84572176666755e-06,0.00599101347978032
MRT,GIN,1,131.916666666667,131.916666666667,0.000160642570281125,0.00758054327226783
DNK,FIN,3,450.750000000001,150.25,5.941770647653e-05,0.00665557404326122
SLE,GNQ,7,1191.16666666667,170.166666666667,0.00068159688412853,0.0058765915768854
CRI,CUB,3,419.5,139.833333333333,9.45268929010303e-05,0.00715137067938021
MRT,GHA,1,142.916666666667,142.916666666667,0.000160642570281125,0.00699708454810494
DMA,GTM,1,178.916666666667,178.916666666667,0.000698324022346369,0.00558919422449929
GNQ,CMR,10070,206188.583333326,20.475529625951,0.812621045836023,0.0488387855292684
SDN,ERI,4818,48312.2499999999,10.0274491490245,0.737938428549548,0.0997262599030268
MAR,ESP,27022,774400.249999984,28.6581396639769,0.834347114583012,0.0348941003053661
ESP,PRT,8998,94589.5833333337,10.5122897680967,0.167482550023267,0.0951267537387394
UKR,RUS,16116,1248158.08333334,77.4483794572684,0.512318402899196,0.012911826006014
FRA,ESP,15841,836616.249999993,52.8133482734671,0.364177663340843,0.0189346071152696
SWE,NOR,15436,251484.166666662,16.2920553684026,0.345858259953844,0.0613796097169813
SWE,FIN,11213,818944.333333331,73.0352566960965,0.251237928793888,0.0136920173247429
STP,NGA,267,38738.1666666667,145.086766541823,0.0432598833441348,0.00689242736491573
LKA,IND,2098,183938.25,87.6731410867494,0.574794520547945,0.0114060017424326
FJI,VUT,1282,175201.333333334,136.66250650026,0.996889580093313,0.00731729591099001
ARE,QAT,1087,6486.91666666667,5.96772462434836,0.0653520110623459,0.167568053646442
ITA,ESP,974,111658.166666667,114.638774811773,0.0215993258526633,0.00872305205321598
SWE,DEU,682,36573,53.6260997067449,0.0152808585960431,0.0186476362343805
ATG,DOM,275,27512.3333333334,100.044848484849,0.56935817805383,0.00999551716200006
LKA,MMR,514,69263.7500000001,134.754377431907,0.140821917808219,0.00742090920575336
HTI,USA,332,46557.8333333334,140.234437751004,0.0111675468397861,0.00713091602916802
ALB,LBY,259,36132.9166666667,139.509330759331,0.0129396482813749,0.00716797933555506
TZA,SOM,13830,282796.916666666,20.4480778500843,0.428292713139884,0.0489043521514114
HND,BLZ,12229,459934.250000004,37.610127565623,0.281449942462601,0.0265885830420324
PHL,VNM,14695,1687742.75000001,114.851497107861,0.116436619495111,0.00870689564508565
CYP,LBN,2662,187538.916666667,70.4503819183572,0.310545963602427,0.0141943872094103
VUT,PNG,770,109323.5,141.978571428572,0.42825361512792,0.00704331639583437
IND,OMN,486,62313.0000000001,128.216049382716,0.0159611153075635,0.00779933561215155
IND,PAK,2298,185431.083333334,80.6923774296491,0.0754704587999606,0.0123927442944885
BIH,ITA,922,62840.75,68.1569956616053,0.0922830547492743,0.0146720082112324
NAM,ZAF,290,580.500000000001,2.00172413793104,0.0643443532283115,0.499569336778639
KWT,ARE,332,46974.0833333334,141.488202811245,0.0314126218185259,0.00706772706226305
HTI,PAN,72,8197.50000000001,113.854166666667,0.00242187762790541,0.00878316559926805
SAU,SOM,130,13717.5,105.519230769231,0.00367761464256415,0.00947694550756332
CUB,NIC,13,1780.25,136.942307692308,0.00363534675615213,0.00730234517623928
DMA,JAM,75,10692,142.56,0.0523743016759777,0.00701459034792367
LBN,CYP,101,9600.58333333335,95.055280528053,0.0219660722053067,0.0105201940854288
STP,LBR,4,642.583333333334,160.645833333334,0.000648088139987038,0.00622487355725586
SYR,GRC,104,10771.25,103.569711538462,0.0291970802919708,0.00965533248230241
KHM,MYS,20,1745.91666666667,87.2958333333334,0.00112561909049977,0.011455300462985
DOM,CRI,85,11237.3333333333,132.203921568628,0.00306074682222462,0.00756407214048409
MAR,PRT,32,4375.25000000001,136.7265625,0.000988050761107852,0.00731386777898404
MEX,CRI,8,1234.75,154.34375,0.000392387679026879,0.0064790443409597
SLB,FJI,21,3367.91666666667,160.376984126984,0.000367370501898081,0.00623530867252257
ROU,RUS,6,920.916666666668,153.486111111111,0.000659413122321134,0.00651524748891502
IDN,VUT,6,1039,173.166666666667,5.86086310977397e-05,0.00577478344562078
STP,GHA,12,1794.91666666667,149.576388888889,0.00194426441996111,0.0066855471470356
BEN,CMR,16,1974.16666666667,123.385416666667,0.00139555167902311,0.008104685521317
NIC,JAM,9,893.250000000001,99.2500000000001,0.00026370535321867,0.0100755667506297
MLT,ISR,15,2514.75,167.65,0.00963391136801541,0.00596480763495376
ARE,DJI,3,508.750000000001,169.583333333334,0.000180364335958636,0.00589680589680588
STP,BRA,4,679.166666666667,169.791666666667,0.000648088139987038,0.00588957055214724
BRA,NIC,1,174.916666666667,174.916666666667,4.78606298458888e-05,0.0057170080990948
SUR,BLZ,4,641.416666666668,160.354166666667,0.000330578512396694,0.00623619592048849
FRA,PRT,3,431.666666666667,143.888888888889,6.89686882155501e-05,0.00694980694980694
HTI,COL,2,144.833333333333,72.4166666666667,6.72743785529281e-05,0.0138089758342923
TZA,MDG,1,50.1666666666667,50.1666666666667,3.09683812827104e-05,0.0199335548172757
CHN,SGP,1,111.666666666667,111.666666666667,1.66030217499585e-05,0.00895522388059699
BEN,NGA,9102,30373,3.33695891012965,0.793894461404274,0.299674052612517
GNQ,NGA,958,97916.6666666668,102.209464161448,0.0773079406068431,0.00978382978723403
TZA,MOZ,3407,25839.6666666634,7.58428725173566,0.105509275030194,0.131851546072593
IDN,MYS,48883,1475160.75000003,30.1773776159407,0.477494285658468,0.0331374055335996
MEX,USA,7571,317090.166666668,41.8822040241273,0.371345889739062,0.0238764893897161
KOR,JPN,44579,3970320.16666658,89.0625668289235,0.9936031738956,0.011228061750352
RUS,JPN,61248,5259712.41666672,85.8756598854937,0.500065316786414,0.0116447431243428
RUS,EST,5216,132500.75,25.4027511503068,0.0425865447419987,0.0393658149104816
RUS,POL,2886,9556.58333333334,3.31135943635944,0.0235630306988896,0.301990774248118
